0.5 cpu, 128 ram, 1 iterations, object type, object 1: 0.063ms
1.0 cpu, 128 ram, 4 iterations, array_ type, array_ 4: 0.069ms
1.0 cpu, 128 ram, 4 iterations, map___ type, map___ 4: 0.063ms
2.0 cpu, 128 ram, 4 iterations, object type, object 4: 0.061ms
2.0 cpu, 128 ram, 4 iterations, array_ type, array_ 4: 0.059ms
2.0 cpu, 128 ram, 4 iterations, map___ type, map___ 4: 0.056ms
3.0 cpu, 128 ram, 4 iterations, object type, object 4: 0.062ms
3.0 cpu, 128 ram, 4 iterations, array_ type, array_ 4: 0.056ms
3.0 cpu, 128 ram, 4 iterations, map___ type, map___ 4: 0.087ms
4.0 cpu, 128 ram, 4 iterations, object type, object 4: 0.064ms
4.0 cpu, 128 ram, 4 iterations, array_ type, array_ 4: 0.066ms
4.0 cpu, 128 ram, 4 iterations, map___ type, map___ 4: 0.056ms
0.5 cpu, 256 ram, 4 iterations, object type, object 4: 0.06ms
0.5 cpu, 256 ram, 4 iterations, array_ type, array_ 4: 0.066ms
0.5 cpu, 256 ram, 4 iterations, map___ type, map___ 4: 0.059ms
1.0 cpu, 256 ram, 4 iterations, object type, object 4: 0.065ms
1.0 cpu, 256 ram, 4 iterations, array_ type, array_ 4: 0.067ms
1.0 cpu, 256 ram, 4 iterations, map___ type, map___ 4: 0.057ms
2.0 cpu, 256 ram, 4 iterations, object type, object 4: 0.058ms
2.0 cpu, 256 ram, 4 iterations, array_ type, array_ 4: 0.064ms
2.0 cpu, 256 ram, 4 iterations, map___ type, map___ 4: 0.057ms
3.0 cpu, 256 ram, 4 iterations, object type, object 4: 0.057ms
3.0 cpu, 256 ram, 4 iterations, array_ type, array_ 4: 0.061ms
3.0 cpu, 256 ram, 4 iterations, map___ type, map___ 4: 0.065ms
4.0 cpu, 256 ram, 4 iterations, object type, object 4: 0.064ms
4.0 cpu, 256 ram, 4 iterations, array_ type, array_ 4: 0.065ms
4.0 cpu, 256 ram, 4 iterations, map___ type, map___ 4: 0.065ms
0.5 cpu, 512 ram, 4 iterations, object type, object 4: 0.064ms
0.5 cpu, 512 ram, 4 iterations, array_ type, array_ 4: 0.056ms
0.5 cpu, 512 ram, 4 iterations, map___ type, map___ 4: 0.064ms
1.0 cpu, 512 ram, 4 iterations, object type, object 4: 0.064ms
1.0 cpu, 512 ram, 4 iterations, array_ type, array_ 4: 0.075ms
1.0 cpu, 512 ram, 4 iterations, map___ type, map___ 4: 0.073ms
2.0 cpu, 512 ram, 4 iterations, object type, object 4: 0.06ms
2.0 cpu, 512 ram, 4 iterations, array_ type, array_ 4: 0.064ms
2.0 cpu, 512 ram, 4 iterations, map___ type, map___ 4: 0.063ms
3.0 cpu, 512 ram, 4 iterations, object type, object 4: 0.067ms
3.0 cpu, 512 ram, 4 iterations, array_ type, array_ 4: 0.066ms
3.0 cpu, 512 ram, 4 iterations, map___ type, map___ 4: 0.057ms
4.0 cpu, 512 ram, 4 iterations, object type, object 4: 0.06ms
4.0 cpu, 512 ram, 4 iterations, array_ type, array_ 4: 0.065ms
4.0 cpu, 512 ram, 4 iterations, map___ type, map___ 4: 0.057ms
0.5 cpu, 1024 ram, 4 iterations, object type, object 4: 0.063ms
0.5 cpu, 1024 ram, 4 iterations, array_ type, array_ 4: 0.062ms
0.5 cpu, 1024 ram, 4 iterations, map___ type, map___ 4: 0.068ms
1.0 cpu, 1024 ram, 4 iterations, object type, object 4: 0.092ms
1.0 cpu, 1024 ram, 4 iterations, array_ type, array_ 4: 0.079ms
1.0 cpu, 1024 ram, 4 iterations, map___ type, map___ 4: 0.057ms
2.0 cpu, 1024 ram, 4 iterations, object type, object 4: 0.065ms
2.0 cpu, 1024 ram, 4 iterations, array_ type, array_ 4: 0.06ms
2.0 cpu, 1024 ram, 4 iterations, map___ type, map___ 4: 0.058ms
3.0 cpu, 1024 ram, 4 iterations, object type, object 4: 0.064ms
3.0 cpu, 1024 ram, 4 iterations, array_ type, array_ 4: 0.057ms
3.0 cpu, 1024 ram, 4 iterations, map___ type, map___ 4: 0.07ms
4.0 cpu, 1024 ram, 4 iterations, object type, object 4: 0.062ms
4.0 cpu, 1024 ram, 4 iterations, array_ type, array_ 4: 0.06ms
4.0 cpu, 1024 ram, 4 iterations, map___ type, map___ 4: 0.08ms
0.5 cpu, 2048 ram, 4 iterations, object type, object 4: 0.06ms
0.5 cpu, 2048 ram, 4 iterations, array_ type, array_ 4: 0.056ms
0.5 cpu, 2048 ram, 4 iterations, map___ type, map___ 4: 0.062ms
1.0 cpu, 2048 ram, 4 iterations, object type, object 4: 0.065ms
1.0 cpu, 2048 ram, 4 iterations, array_ type, array_ 4: 0.073ms
1.0 cpu, 2048 ram, 4 iterations, map___ type, map___ 4: 0.065ms
2.0 cpu, 2048 ram, 4 iterations, object type, object 4: 0.064ms
2.0 cpu, 2048 ram, 4 iterations, array_ type, array_ 4: 0.069ms
2.0 cpu, 2048 ram, 4 iterations, map___ type, map___ 4: 0.069ms
3.0 cpu, 2048 ram, 4 iterations, object type, object 4: 0.065ms
3.0 cpu, 2048 ram, 4 iterations, array_ type, array_ 4: 0.066ms
3.0 cpu, 2048 ram, 4 iterations, map___ type, map___ 4: 0.07ms
4.0 cpu, 2048 ram, 4 iterations, object type, object 4: 0.068ms
4.0 cpu, 2048 ram, 4 iterations, array_ type, array_ 4: 0.062ms
4.0 cpu, 2048 ram, 4 iterations, map___ type, map___ 4: 0.06ms
0.5 cpu, 4096 ram, 4 iterations, object type, object 4: 0.069ms
0.5 cpu, 4096 ram, 4 iterations, array_ type, array_ 4: 0.066ms
0.5 cpu, 4096 ram, 4 iterations, map___ type, map___ 4: 0.057ms
1.0 cpu, 4096 ram, 4 iterations, object type, object 4: 0.059ms
1.0 cpu, 4096 ram, 4 iterations, array_ type, array_ 4: 0.063ms
1.0 cpu, 4096 ram, 4 iterations, map___ type, map___ 4: 0.067ms
2.0 cpu, 4096 ram, 4 iterations, object type, object 4: 0.065ms
2.0 cpu, 4096 ram, 4 iterations, array_ type, array_ 4: 0.084ms
2.0 cpu, 4096 ram, 4 iterations, map___ type, map___ 4: 0.06ms
3.0 cpu, 4096 ram, 4 iterations, object type, object 4: 0.063ms
3.0 cpu, 4096 ram, 4 iterations, array_ type, array_ 4: 0.062ms
3.0 cpu, 4096 ram, 4 iterations, map___ type, map___ 4: 0.058ms
4.0 cpu, 4096 ram, 4 iterations, object type, object 4: 0.059ms
4.0 cpu, 4096 ram, 4 iterations, array_ type, array_ 4: 0.065ms
4.0 cpu, 4096 ram, 4 iterations, map___ type, map___ 4: 0.07ms
0.5 cpu, 8192 ram, 4 iterations, object type, object 4: 0.06ms
0.5 cpu, 8192 ram, 4 iterations, array_ type, array_ 4: 0.076ms
0.5 cpu, 8192 ram, 4 iterations, map___ type, map___ 4: 0.061ms
1.0 cpu, 8192 ram, 4 iterations, object type, object 4: 0.06ms
1.0 cpu, 8192 ram, 4 iterations, array_ type, array_ 4: 0.062ms
1.0 cpu, 8192 ram, 4 iterations, map___ type, map___ 4: 0.074ms
2.0 cpu, 8192 ram, 4 iterations, object type, object 4: 0.06ms
2.0 cpu, 8192 ram, 4 iterations, array_ type, array_ 4: 0.065ms
2.0 cpu, 8192 ram, 4 iterations, map___ type, map___ 4: 0.061ms
3.0 cpu, 8192 ram, 4 iterations, object type, object 4: 0.061ms
3.0 cpu, 8192 ram, 4 iterations, array_ type, array_ 4: 0.066ms
3.0 cpu, 8192 ram, 4 iterations, map___ type, map___ 4: 0.058ms
4.0 cpu, 8192 ram, 4 iterations, object type, object 4: 0.056ms
4.0 cpu, 8192 ram, 4 iterations, array_ type, array_ 4: 0.061ms
4.0 cpu, 8192 ram, 4 iterations, map___ type, map___ 4: 0.06ms
0.5 cpu, 16384 ram, 4 iterations, object type, object 4: 0.058ms
0.5 cpu, 16384 ram, 4 iterations, array_ type, array_ 4: 0.063ms
0.5 cpu, 16384 ram, 4 iterations, map___ type, map___ 4: 0.064ms
1.0 cpu, 16384 ram, 4 iterations, object type, object 4: 0.064ms
1.0 cpu, 16384 ram, 4 iterations, array_ type, array_ 4: 0.06ms
1.0 cpu, 16384 ram, 4 iterations, map___ type, map___ 4: 0.058ms
2.0 cpu, 16384 ram, 4 iterations, object type, object 4: 0.062ms
2.0 cpu, 16384 ram, 4 iterations, array_ type, array_ 4: 0.064ms
2.0 cpu, 16384 ram, 4 iterations, map___ type, map___ 4: 0.074ms
3.0 cpu, 16384 ram, 4 iterations, object type, object 4: 0.058ms
3.0 cpu, 16384 ram, 4 iterations, array_ type, array_ 4: 0.085ms
3.0 cpu, 16384 ram, 4 iterations, map___ type, map___ 4: 0.061ms
4.0 cpu, 16384 ram, 4 iterations, object type, object 4: 0.059ms
4.0 cpu, 16384 ram, 4 iterations, array_ type, array_ 4: 0.058ms
4.0 cpu, 16384 ram, 4 iterations, map___ type, map___ 4: 0.059ms
0.5 cpu, 128 ram, 5 iterations, object type, object 5: 0.063ms
0.5 cpu, 128 ram, 5 iterations, array_ type, array_ 5: 0.069ms
0.5 cpu, 128 ram, 5 iterations, map___ type, map___ 5: 0.06ms
1.0 cpu, 128 ram, 5 iterations, object type, object 5: 0.065ms
1.0 cpu, 128 ram, 5 iterations, array_ type, array_ 5: 0.067ms
1.0 cpu, 128 ram, 5 iterations, map___ type, map___ 5: 0.073ms
2.0 cpu, 128 ram, 5 iterations, object type, object 5: 0.066ms
2.0 cpu, 128 ram, 5 iterations, array_ type, array_ 5: 0.06ms
2.0 cpu, 128 ram, 5 iterations, map___ type, map___ 5: 0.057ms
3.0 cpu, 128 ram, 5 iterations, object type, object 5: 0.065ms
3.0 cpu, 128 ram, 5 iterations, array_ type, array_ 5: 0.059ms
3.0 cpu, 128 ram, 5 iterations, map___ type, map___ 5: 0.059ms
4.0 cpu, 128 ram, 5 iterations, object type, object 5: 0.064ms
4.0 cpu, 128 ram, 5 iterations, array_ type, array_ 5: 0.058ms
4.0 cpu, 128 ram, 5 iterations, map___ type, map___ 5: 0.063ms
0.5 cpu, 256 ram, 5 iterations, object type, object 5: 0.061ms
0.5 cpu, 256 ram, 5 iterations, array_ type, array_ 5: 0.069ms
0.5 cpu, 256 ram, 5 iterations, map___ type, map___ 5: 0.061ms
1.0 cpu, 256 ram, 5 iterations, object type, object 5: 0.06ms
1.0 cpu, 256 ram, 5 iterations, array_ type, array_ 5: 0.056ms
1.0 cpu, 256 ram, 5 iterations, map___ type, map___ 5: 0.064ms
2.0 cpu, 256 ram, 5 iterations, object type, object 5: 0.063ms
2.0 cpu, 256 ram, 5 iterations, array_ type, array_ 5: 0.065ms
2.0 cpu, 256 ram, 5 iterations, map___ type, map___ 5: 0.056ms
3.0 cpu, 256 ram, 5 iterations, object type, object 5: 0.067ms
3.0 cpu, 256 ram, 5 iterations, array_ type, array_ 5: 0.056ms
3.0 cpu, 256 ram, 5 iterations, map___ type, map___ 5: 0.067ms
4.0 cpu, 256 ram, 5 iterations, object type, object 5: 0.063ms
4.0 cpu, 256 ram, 5 iterations, array_ type, array_ 5: 0.071ms
4.0 cpu, 256 ram, 5 iterations, map___ type, map___ 5: 0.061ms
0.5 cpu, 512 ram, 5 iterations, object type, object 5: 0.062ms
0.5 cpu, 512 ram, 5 iterations, array_ type, array_ 5: 0.058ms
0.5 cpu, 512 ram, 5 iterations, map___ type, map___ 5: 0.063ms
1.0 cpu, 512 ram, 5 iterations, object type, object 5: 0.062ms
1.0 cpu, 512 ram, 5 iterations, array_ type, array_ 5: 0.065ms
1.0 cpu, 512 ram, 5 iterations, map___ type, map___ 5: 0.063ms
2.0 cpu, 512 ram, 5 iterations, object type, object 5: 0.062ms
2.0 cpu, 512 ram, 5 iterations, array_ type, array_ 5: 0.068ms
2.0 cpu, 512 ram, 5 iterations, map___ type, map___ 5: 0.06ms
3.0 cpu, 512 ram, 5 iterations, object type, object 5: 0.057ms
3.0 cpu, 512 ram, 5 iterations, array_ type, array_ 5: 0.064ms
3.0 cpu, 512 ram, 5 iterations, map___ type, map___ 5: 0.059ms
4.0 cpu, 512 ram, 5 iterations, object type, object 5: 0.06ms
4.0 cpu, 512 ram, 5 iterations, array_ type, array_ 5: 0.059ms
4.0 cpu, 512 ram, 5 iterations, map___ type, map___ 5: 0.062ms
0.5 cpu, 1024 ram, 5 iterations, object type, object 5: 0.06ms
0.5 cpu, 1024 ram, 5 iterations, array_ type, array_ 5: 0.056ms
0.5 cpu, 1024 ram, 5 iterations, map___ type, map___ 5: 0.061ms
1.0 cpu, 1024 ram, 5 iterations, object type, object 5: 0.061ms
1.0 cpu, 1024 ram, 5 iterations, array_ type, array_ 5: 0.076ms
1.0 cpu, 1024 ram, 5 iterations, map___ type, map___ 5: 0.062ms
2.0 cpu, 1024 ram, 5 iterations, object type, object 5: 0.082ms
2.0 cpu, 1024 ram, 5 iterations, array_ type, array_ 5: 0.08ms
2.0 cpu, 1024 ram, 5 iterations, map___ type, map___ 5: 0.068ms
3.0 cpu, 1024 ram, 5 iterations, object type, object 5: 0.075ms
3.0 cpu, 1024 ram, 5 iterations, array_ type, array_ 5: 0.057ms
3.0 cpu, 1024 ram, 5 iterations, map___ type, map___ 5: 0.075ms
4.0 cpu, 1024 ram, 5 iterations, object type, object 5: 0.071ms
4.0 cpu, 1024 ram, 5 iterations, array_ type, array_ 5: 0.065ms
4.0 cpu, 1024 ram, 5 iterations, map___ type, map___ 5: 0.063ms
0.5 cpu, 2048 ram, 5 iterations, object type, object 5: 0.063ms
0.5 cpu, 2048 ram, 5 iterations, array_ type, array_ 5: 0.07ms
0.5 cpu, 2048 ram, 5 iterations, map___ type, map___ 5: 0.066ms
1.0 cpu, 2048 ram, 5 iterations, object type, object 5: 0.098ms
1.0 cpu, 2048 ram, 5 iterations, array_ type, array_ 5: 0.058ms
1.0 cpu, 2048 ram, 5 iterations, map___ type, map___ 5: 0.06ms
2.0 cpu, 2048 ram, 5 iterations, object type, object 5: 0.063ms
2.0 cpu, 2048 ram, 5 iterations, array_ type, array_ 5: 0.064ms
2.0 cpu, 2048 ram, 5 iterations, map___ type, map___ 5: 0.063ms
3.0 cpu, 2048 ram, 5 iterations, object type, object 5: 0.064ms
3.0 cpu, 2048 ram, 5 iterations, array_ type, array_ 5: 0.063ms
3.0 cpu, 2048 ram, 5 iterations, map___ type, map___ 5: 0.062ms
4.0 cpu, 2048 ram, 5 iterations, object type, object 5: 0.065ms
4.0 cpu, 2048 ram, 5 iterations, array_ type, array_ 5: 0.072ms
4.0 cpu, 2048 ram, 5 iterations, map___ type, map___ 5: 0.059ms
0.5 cpu, 4096 ram, 5 iterations, object type, object 5: 0.066ms
0.5 cpu, 4096 ram, 5 iterations, array_ type, array_ 5: 0.068ms
0.5 cpu, 4096 ram, 5 iterations, map___ type, map___ 5: 0.06ms
1.0 cpu, 4096 ram, 5 iterations, object type, object 5: 0.067ms
1.0 cpu, 4096 ram, 5 iterations, array_ type, array_ 5: 0.064ms
1.0 cpu, 4096 ram, 5 iterations, map___ type, map___ 5: 0.058ms
2.0 cpu, 4096 ram, 5 iterations, object type, object 5: 0.085ms
2.0 cpu, 4096 ram, 5 iterations, array_ type, array_ 5: 0.067ms
2.0 cpu, 4096 ram, 5 iterations, map___ type, map___ 5: 0.062ms
3.0 cpu, 4096 ram, 5 iterations, object type, object 5: 0.074ms
3.0 cpu, 4096 ram, 5 iterations, array_ type, array_ 5: 0.06ms
3.0 cpu, 4096 ram, 5 iterations, map___ type, map___ 5: 0.065ms
4.0 cpu, 4096 ram, 5 iterations, object type, object 5: 0.071ms
4.0 cpu, 4096 ram, 5 iterations, array_ type, array_ 5: 0.068ms
4.0 cpu, 4096 ram, 5 iterations, map___ type, map___ 5: 0.058ms
0.5 cpu, 8192 ram, 5 iterations, object type, object 5: 0.063ms
0.5 cpu, 8192 ram, 5 iterations, array_ type, array_ 5: 0.066ms
0.5 cpu, 8192 ram, 5 iterations, map___ type, map___ 5: 0.061ms
1.0 cpu, 8192 ram, 5 iterations, object type, object 5: 0.074ms
1.0 cpu, 8192 ram, 5 iterations, array_ type, array_ 5: 0.064ms
1.0 cpu, 8192 ram, 5 iterations, map___ type, map___ 5: 0.063ms
2.0 cpu, 8192 ram, 5 iterations, object type, object 5: 0.059ms
2.0 cpu, 8192 ram, 5 iterations, array_ type, array_ 5: 0.059ms
2.0 cpu, 8192 ram, 5 iterations, map___ type, map___ 5: 0.065ms
3.0 cpu, 8192 ram, 5 iterations, object type, object 5: 0.059ms
3.0 cpu, 8192 ram, 5 iterations, array_ type, array_ 5: 0.066ms
3.0 cpu, 8192 ram, 5 iterations, map___ type, map___ 5: 0.072ms
4.0 cpu, 8192 ram, 5 iterations, object type, object 5: 0.058ms
4.0 cpu, 8192 ram, 5 iterations, array_ type, array_ 5: 0.058ms
4.0 cpu, 8192 ram, 5 iterations, map___ type, map___ 5: 0.054ms
0.5 cpu, 16384 ram, 5 iterations, object type, object 5: 0.067ms
0.5 cpu, 16384 ram, 5 iterations, array_ type, array_ 5: 0.062ms
0.5 cpu, 16384 ram, 5 iterations, map___ type, map___ 5: 0.069ms
1.0 cpu, 16384 ram, 5 iterations, object type, object 5: 0.057ms
1.0 cpu, 16384 ram, 5 iterations, array_ type, array_ 5: 0.069ms
1.0 cpu, 16384 ram, 5 iterations, map___ type, map___ 5: 0.061ms
2.0 cpu, 16384 ram, 5 iterations, object type, object 5: 0.062ms
2.0 cpu, 16384 ram, 5 iterations, array_ type, array_ 5: 0.066ms
2.0 cpu, 16384 ram, 5 iterations, map___ type, map___ 5: 0.063ms
3.0 cpu, 16384 ram, 5 iterations, object type, object 5: 0.076ms
3.0 cpu, 16384 ram, 5 iterations, array_ type, array_ 5: 0.065ms
3.0 cpu, 16384 ram, 5 iterations, map___ type, map___ 5: 0.062ms
4.0 cpu, 16384 ram, 5 iterations, object type, object 5: 0.063ms
4.0 cpu, 16384 ram, 5 iterations, array_ type, array_ 5: 0.067ms
4.0 cpu, 16384 ram, 5 iterations, map___ type, map___ 5: 0.062ms
0.5 cpu, 128 ram, 6 iterations, object type, object 6: 0.062ms
0.5 cpu, 128 ram, 6 iterations, array_ type, array_ 6: 0.07ms
0.5 cpu, 128 ram, 6 iterations, map___ type, map___ 6: 0.065ms
1.0 cpu, 128 ram, 6 iterations, object type, object 6: 0.06ms
1.0 cpu, 128 ram, 6 iterations, array_ type, array_ 6: 0.073ms
1.0 cpu, 128 ram, 6 iterations, map___ type, map___ 6: 0.062ms
2.0 cpu, 128 ram, 6 iterations, object type, object 6: 0.065ms
2.0 cpu, 128 ram, 6 iterations, array_ type, array_ 6: 0.063ms
2.0 cpu, 128 ram, 6 iterations, map___ type, map___ 6: 0.065ms
3.0 cpu, 128 ram, 6 iterations, object type, object 6: 0.07ms
3.0 cpu, 128 ram, 6 iterations, array_ type, array_ 6: 0.07ms
3.0 cpu, 128 ram, 6 iterations, map___ type, map___ 6: 0.066ms
4.0 cpu, 128 ram, 6 iterations, object type, object 6: 0.068ms
4.0 cpu, 128 ram, 6 iterations, array_ type, array_ 6: 0.058ms
4.0 cpu, 128 ram, 6 iterations, map___ type, map___ 6: 0.068ms
0.5 cpu, 256 ram, 6 iterations, object type, object 6: 0.066ms
0.5 cpu, 256 ram, 6 iterations, array_ type, array_ 6: 0.066ms
0.5 cpu, 256 ram, 6 iterations, map___ type, map___ 6: 0.059ms
1.0 cpu, 256 ram, 6 iterations, object type, object 6: 0.06ms
1.0 cpu, 256 ram, 6 iterations, array_ type, array_ 6: 0.067ms
1.0 cpu, 256 ram, 6 iterations, map___ type, map___ 6: 0.059ms
2.0 cpu, 256 ram, 6 iterations, object type, object 6: 0.065ms
2.0 cpu, 256 ram, 6 iterations, array_ type, array_ 6: 0.061ms
2.0 cpu, 256 ram, 6 iterations, map___ type, map___ 6: 0.075ms
3.0 cpu, 256 ram, 6 iterations, object type, object 6: 0.07ms
3.0 cpu, 256 ram, 6 iterations, array_ type, array_ 6: 0.061ms
3.0 cpu, 256 ram, 6 iterations, map___ type, map___ 6: 0.061ms
4.0 cpu, 256 ram, 6 iterations, object type, object 6: 0.066ms
4.0 cpu, 256 ram, 6 iterations, array_ type, array_ 6: 0.063ms
4.0 cpu, 256 ram, 6 iterations, map___ type, map___ 6: 0.062ms
0.5 cpu, 512 ram, 6 iterations, object type, object 6: 0.062ms
0.5 cpu, 512 ram, 6 iterations, array_ type, array_ 6: 0.065ms
0.5 cpu, 512 ram, 6 iterations, map___ type, map___ 6: 0.06ms
1.0 cpu, 512 ram, 6 iterations, object type, object 6: 0.06ms
1.0 cpu, 512 ram, 6 iterations, array_ type, array_ 6: 0.062ms
1.0 cpu, 512 ram, 6 iterations, map___ type, map___ 6: 0.061ms
2.0 cpu, 512 ram, 6 iterations, object type, object 6: 0.074ms
2.0 cpu, 512 ram, 6 iterations, array_ type, array_ 6: 0.074ms
2.0 cpu, 512 ram, 6 iterations, map___ type, map___ 6: 0.057ms
3.0 cpu, 512 ram, 6 iterations, object type, object 6: 0.067ms
3.0 cpu, 512 ram, 6 iterations, array_ type, array_ 6: 0.058ms
3.0 cpu, 512 ram, 6 iterations, map___ type, map___ 6: 0.065ms
4.0 cpu, 512 ram, 6 iterations, object type, object 6: 0.06ms
4.0 cpu, 512 ram, 6 iterations, array_ type, array_ 6: 0.065ms
4.0 cpu, 512 ram, 6 iterations, map___ type, map___ 6: 0.065ms
0.5 cpu, 1024 ram, 6 iterations, object type, object 6: 0.084ms
0.5 cpu, 1024 ram, 6 iterations, array_ type, array_ 6: 0.065ms
0.5 cpu, 1024 ram, 6 iterations, map___ type, map___ 6: 0.061ms
1.0 cpu, 1024 ram, 6 iterations, object type, object 6: 0.067ms
1.0 cpu, 1024 ram, 6 iterations, array_ type, array_ 6: 0.062ms
1.0 cpu, 1024 ram, 6 iterations, map___ type, map___ 6: 0.062ms
2.0 cpu, 1024 ram, 6 iterations, object type, object 6: 0.06ms
2.0 cpu, 1024 ram, 6 iterations, array_ type, array_ 6: 0.067ms
2.0 cpu, 1024 ram, 6 iterations, map___ type, map___ 6: 0.061ms
3.0 cpu, 1024 ram, 6 iterations, object type, object 6: 0.06ms
3.0 cpu, 1024 ram, 6 iterations, array_ type, array_ 6: 0.071ms
3.0 cpu, 1024 ram, 6 iterations, map___ type, map___ 6: 0.065ms
4.0 cpu, 1024 ram, 6 iterations, object type, object 6: 0.064ms
4.0 cpu, 1024 ram, 6 iterations, array_ type, array_ 6: 0.074ms
4.0 cpu, 1024 ram, 6 iterations, map___ type, map___ 6: 0.067ms
0.5 cpu, 2048 ram, 6 iterations, object type, object 6: 0.059ms
0.5 cpu, 2048 ram, 6 iterations, array_ type, array_ 6: 0.068ms
0.5 cpu, 2048 ram, 6 iterations, map___ type, map___ 6: 0.059ms
1.0 cpu, 2048 ram, 6 iterations, object type, object 6: 0.066ms
1.0 cpu, 2048 ram, 6 iterations, array_ type, array_ 6: 0.069ms
1.0 cpu, 2048 ram, 6 iterations, map___ type, map___ 6: 0.07ms
2.0 cpu, 2048 ram, 6 iterations, object type, object 6: 0.064ms
2.0 cpu, 2048 ram, 6 iterations, array_ type, array_ 6: 0.073ms
2.0 cpu, 2048 ram, 6 iterations, map___ type, map___ 6: 0.062ms
3.0 cpu, 2048 ram, 6 iterations, object type, object 6: 0.067ms
3.0 cpu, 2048 ram, 6 iterations, array_ type, array_ 6: 0.06ms
3.0 cpu, 2048 ram, 6 iterations, map___ type, map___ 6: 0.083ms
4.0 cpu, 2048 ram, 6 iterations, object type, object 6: 0.059ms
4.0 cpu, 2048 ram, 6 iterations, array_ type, array_ 6: 0.065ms
4.0 cpu, 2048 ram, 6 iterations, map___ type, map___ 6: 0.058ms
0.5 cpu, 4096 ram, 6 iterations, object type, object 6: 0.063ms
0.5 cpu, 4096 ram, 6 iterations, array_ type, array_ 6: 0.062ms
0.5 cpu, 4096 ram, 6 iterations, map___ type, map___ 6: 0.066ms
1.0 cpu, 4096 ram, 6 iterations, object type, object 6: 0.083ms
1.0 cpu, 4096 ram, 6 iterations, array_ type, array_ 6: 0.07ms
1.0 cpu, 4096 ram, 6 iterations, map___ type, map___ 6: 0.063ms
2.0 cpu, 4096 ram, 6 iterations, object type, object 6: 0.068ms
2.0 cpu, 4096 ram, 6 iterations, array_ type, array_ 6: 0.061ms
2.0 cpu, 4096 ram, 6 iterations, map___ type, map___ 6: 0.062ms
3.0 cpu, 4096 ram, 6 iterations, object type, object 6: 0.059ms
3.0 cpu, 4096 ram, 6 iterations, array_ type, array_ 6: 0.061ms
3.0 cpu, 4096 ram, 6 iterations, map___ type, map___ 6: 0.058ms
4.0 cpu, 4096 ram, 6 iterations, object type, object 6: 0.064ms
4.0 cpu, 4096 ram, 6 iterations, array_ type, array_ 6: 0.062ms
4.0 cpu, 4096 ram, 6 iterations, map___ type, map___ 6: 0.06ms
0.5 cpu, 8192 ram, 6 iterations, object type, object 6: 0.06ms
0.5 cpu, 8192 ram, 6 iterations, array_ type, array_ 6: 0.073ms
0.5 cpu, 8192 ram, 6 iterations, map___ type, map___ 6: 0.064ms
1.0 cpu, 8192 ram, 6 iterations, object type, object 6: 0.06ms
1.0 cpu, 8192 ram, 6 iterations, array_ type, array_ 6: 0.064ms
1.0 cpu, 8192 ram, 6 iterations, map___ type, map___ 6: 0.068ms
2.0 cpu, 8192 ram, 6 iterations, object type, object 6: 0.06ms
